,n_table,name,report,structureWithDailyNumbers,structureWithPopulation,values
75,2.0,otal,Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,"[1200, 175, 20, 320, 685, 8]"
76,2.0,COVID,Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,"[0, 19]"
77,2.0,COVID,Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,"[0, 19]"
78,2.0,(n=,Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,[249]
79,2.0,",",Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,"[2, 1]"
80,2.0,February,Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,[2020]
81,2.0,for figure 2: Of the,Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,"[1, 200]"
82,2.0,"cases reported outside China,",Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,[30]
83,2.0,the remaining,Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,"[1, 170]"
84,2.0,"cases, information on date of onset is available only for the",Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,"[2, 49]"
85,2.0,COVID,Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,"[0, 19]"
86,2.0,(n=,Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,[1200]
87,2.0,",",Situation report - 32Coronavirus disease 2019 (COVID-19) 21 February 2020,True,True,"[2, 1]"
0,1.0,Table,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[1]
1,1.0,COVID,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[0, 19]"
2,1.0,"in China,",Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[20]
3,1.0,Hubei,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[5917, 349, 880, 108, 62031, 2029]"
4,1.0,Guangdong,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[11346, 1, 1, 0, 1332, 5]"
5,1.0,Henan,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[9605, 4, 66, 0, 1265, 19]"
6,1.0,Zhejiang,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[5737, 2, 6, 0, 1175, 0]"
7,1.0,Hunan,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[6899, 2, 5, 0, 1010, 4]"
8,1.0,Anhui,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[6324, 1, 0, 0, 987, 6]"
9,1.0,Jiangxi,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[4648, 1, 0, 0, 934, 1]"
10,1.0,Jiangsu,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[8051, 0, 1, 0, 631, 0]"
11,1.0,Chongqing,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[3102, 5, 45, 0, 560, 5]"
12,1.0,Shandong,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[10047, 2, 10, 1, 546, 4]"
13,1.0,Sichuan,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[8341, 6, 21, 0, 520, 3]"
14,1.0,Heilongjiang,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[3773, 6, 4, 0, 476, 12]"
15,1.0,Beijing,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2154, 2, 25, 0, 395, 4]"
16,1.0,Shanghai,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2424, 0, 56, 1, 333, 2]"
17,1.0,i,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[7556, 1, 0, 1, 307, 5]"
18,1.0,Fujian,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[3941, 0, 0, 1, 293, 1]"
19,1.0,Guangxi,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[4926, 1, 17, 0, 245, 2]"
20,1.0,Shaanxi,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[3864, 3, 8, 1, 245, 1]"
21,1.0,Yunnan,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[4830, 0, 21, 1, 172, 1]"
22,1.0,Hainan,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[934, 5, 16, 0, 168, 4]"
23,1.0,Guizhou,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[3600, 0, 2, 0, 146, 2]"
24,1.0,Shanxi,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[3718, 0, 1, 0, 131, 0]"
25,1.0,Tianjin,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[1560, 2, 57, 0, 130, 3]"
26,1.0,Liaoning,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[4359, 0, 26, 0, 121, 1]"
27,1.0,ansu,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2637, 1, 9, 0, 91, 1]"
28,1.0,Jilin,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2704, 0, 0, 0, 91, 2]"
29,1.0,Xinjiang,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2487, 0, 0, 0, 76, 1]"
30,1.0,Inner Mongolia,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2534, 0, 0, 0, 75, 0]"
31,1.0,Ningxia,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[688, 0, 0, 0, 71, 0]"
32,1.0,AR,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[745, 3, 0, 1, 65, 2]"
33,1.0,Taipei and environs,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2359, 2, 0, 0, 24, 1]"
34,1.0,Qinghai,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[603, 0, 0, 0, 18, 0]"
35,1.0,AR,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[66, 0, 0, 0, 10, 0]"
36,1.0,Xizang,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[344, 0, 0, 0, 1, 0]"
37,1.0,Total,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[142823, 399, 1277, 115, 74675, 2121]"
38,2.0,Table,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[2]
39,2.0,laboratory,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[0]
40,2.0,COVID,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[0, 19]"
41,2.0,. Data as of,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[20]
42,2.0,Republic of Korea,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[104, 13, 4, 0, 72, 15, 1]"
43,2.0,Japan,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[85, 26, 5, 46, 8, 1]"
44,2.0,Singapore,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[84, 23, 0, 54, 7, 0]"
45,2.0,Malaysia,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[22, 17, 1, 2, 2, 0]"
46,2.0,Viet Nam,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[16, 8, 0, 8, 0, 0]"
47,2.0,Australia,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[15, 12, 0, 3, 0]"
48,2.0,(0),Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[0]
49,2.0,Philippines,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[3, 3, 0, 0, 0, 1]"
50,2.0,Cambodia,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[1, 1, 0, 0, 0, 0]"
51,2.0,South,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[0]
52,2.0,Thailand,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[35, 23, 0, 5, 7, 0]"
53,2.0,India,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[3, 3, 0, 0, 0, 0]"
54,2.0,Nepal,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[1, 1, 0, 0, 0, 0]"
55,2.0,Sri Lanka,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[1, 1, 0, 0, 0, 0]"
56,2.0,America,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[15, 13, 0, 2, 0, 0]"
57,2.0,Canada,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[8, 7, 0, 0, 1, 0]"
58,2.0,Germany,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[16, 2, 0, 14, 0, 0]"
59,2.0,e,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[12, 5, 0, 7, 0, 1]"
60,2.0,Kingdom,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[9, 2, 6, 1, 0, 0]"
61,2.0,Italy,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[3, 3, 0, 0, 0, 0]"
62,2.0,Russian Federation,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2, 2, 0, 0, 0, 0]"
63,2.0,Spain,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2, 0, 2, 0, 0, 0]"
64,2.0,Belgium,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[1, 1]"
65,2.0,),Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[0, 0, 0, 0]"
66,2.0,Finland,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[1, 1, 0, 0, 0, 0]"
67,2.0,Sweden,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[1, 1, 0, 0, 0, 0]"
68,2.0,Emirates,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[9, 6, 0, 2, 1, 0]"
69,2.0,Republic of),Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2, 0, 0, 0, 2]"
70,2.0,(2),Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[2]
71,2.0,Egypt,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[1, 0, 0, 1, 0, 0]"
72,2.0,(Diamond Princess),Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[621, 0, 0, 0, 621, 2]"
73,2.0,COVID,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[0, 19]"
74,2.0,COVID,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[0, 19]"
75,2.0,(n=,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[23, 3]"
76,2.0,",",Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[20]
77,2.0,February,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[2020]
78,2.0,e 2: Of the,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[1073]
79,2.0,"cases reported outside China,",Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[30]
80,2.0,the remaining,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[1043]
81,2.0,"cases, information on date of onset is available only for the",Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[2, 3, 3]"
82,2.0,COVID,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,"[0, 19]"
83,2.0,(n=,Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[1073]
84,2.0,",",Situation report - 31Coronavirus disease 2019 (COVID-19) 20 February 2020,True,True,[20]
0,1.0,Table,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,[1]
1,1.0,COVID,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[0, 19]"
2,1.0,"in China,",Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[1, 9]"
3,1.0,Hubei,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[5917, 1693, 596, 132, 61682, 1921]"
4,1.0,Guangdong,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[11346, 3, 1, 1, 1331, 5]"
5,1.0,Henan,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[9605, 5, 121, 0, 1262, 19]"
6,1.0,Zhejiang,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[5737, 1, 9, 0, 1173, 0]"
7,1.0,Hunan,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[6899, 1, 12, 0, 1008, 4]"
8,1.0,Anhui,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[6324, 4, 0, 0, 986, 6]"
9,1.0,Jiangxi,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[4648, 1, 0, 0, 934, 1]"
10,1.0,Jiangsu,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[8051, 2, 0, 0, 631, 0]"
11,1.0,Chongqing,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[3102, 2, 41, 0, 555, 5]"
12,1.0,Shandong,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[10047, 1, 8, 1, 544, 3]"
13,1.0,Sichuan,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[8341, 6, 30, 0, 514, 3]"
14,1.0,Heilongjiang,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[3773, 6, 21, 1, 470, 12]"
15,1.0,Beijing,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[2154, 6, 58, 0, 393, 4]"
16,1.0,Shanghai,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[2424, 0, 78, 0, 333, 1]"
17,1.0,Hebei,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[7556, 4, 0, 0, 306, 4]"
18,1.0,Fujian,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[3941, 1, 4, 0, 293, 0]"
19,1.0,Guangxi,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[4926, 2, 12, 0, 244, 2]"
20,1.0,Shaanxi,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[3864, 2, 19, 0, 242, 0]"
21,1.0,Yunnan,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[4830, 1, 16, 0, 173, 0]"
22,1.0,Hainan,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[934, 0, 14, 0, 163, 4]"
23,1.0,Guizhou,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[3600, 0, 2, 1, 146, 2]"
24,1.0,Shanxi,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[3718, 1, 3, 0, 131, 0]"
25,1.0,Tianjin,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[1560, 3, 62, 0, 128, 3]"
26,1.0,Liaoning,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[4359, 0, 64, 0, 121, 1]"
27,1.0,Gansu,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[2637, 0, 0, 0, 91, 2]"
28,1.0,Jilin,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[2704, 1, 11, 0, 90, 1]"
29,1.0,Xinjiang,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[2487, 0, 0, 0, 76, 1]"
30,1.0,Inner Mongolia,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[2534, 2, 3, 0, 75, 0]"
31,1.0,Ningxia,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[688, 1, 0, 0, 71, 0]"
32,1.0,AR,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[745, 2, 0, 0, 62, 1]"
33,1.0,Taipei and environs,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[2359, 1, 0, 0, 2, 3, 1]"
34,1.0,Qinghai,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[603, 0, 0, 0, 18, 0]"
35,1.0,AR,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[66, 0, 0, 0, 10, 0]"
36,1.0,Xizang,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[344, 0, 0, 0, 1, 0]"
37,1.0,Total,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[142823, 1752, 1185, 136, 74280, 2006]"
38,2.0,Table,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,[2]
39,2.0,laboratory,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,[0]
40,2.0,COVID,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[0, 19]"
41,2.0,. Data as of,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[1, 9]"
42,2.0,Singapore,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[81, 23, 0, 51, 7, 0]"
43,2.0,Japan,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[73, 26, 3, 39, 5, 1]"
44,2.0,Republic of Korea,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[51, 13, 4, 29, 5, 0]"
45,2.0,Malaysia,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[22, 17, 1, 2, 2, 0]"
46,2.0,Viet Nam,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[16, 8, 0, 8, 0, 0]"
47,2.0,Australia,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[15, 12, 0, 3, 0, 0]"
48,2.0,Philippines,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[3, 3, 0, 0, 0, 1]"
49,2.0,Cambodia,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[1, 1, 0, 0, 0, 0]"
50,2.0,South,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,[0]
51,2.0,Thailand,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[35, 23, 0, 5, 7, 0]"
52,2.0,India,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[3, 3, 0, 0, 0, 0]"
53,2.0,Nepal,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[1, 1, 0, 0, 0, 0]"
54,2.0,Sri Lanka,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[1, 1, 0, 0, 0, 0]"
55,2.0,America,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[15, 13, 0, 2, 0, 0]"
56,2.0,Canada,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[8, 7, 0, 0, 1, 0]"
57,2.0,Germany,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[16, 2, 0, 14, 0, 0]"
58,2.0,France,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[12, 5, 0, 7, 0, 1]"
59,2.0,Kingdom,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[9, 2, 6, 1, 0, 0]"
60,2.0,Italy,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[3, 3, 0, 0, 0, 0]"
61,2.0,Russian Federation,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[2, 2, 0, 0, 0, 0]"
62,2.0,Spain,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[2, 0, 2, 0, 0, 0]"
63,2.0,Belgium,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[1, 1, 0, 0, 0, 0]"
64,2.0,Finland,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[1, 1, 0]"
65,2.0,(0),Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[0, 0, 0]"
66,2.0,Sweden,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[1, 1, 0, 0, 0, 0]"
67,2.0,Emirates,Situation report - 30Coronavirus disease 2019 (COVID-19) 19 February 2020,True,True,"[9, 6, 0, 2, 1, 0]"
